Link,Title,Description,Content,Category,Author,Publish Date,Start
https://tuoitre.vn/bao-milton-lam-chet-it-nhat-4-nguoi-o-my-hon-3-trieu-nguoi-bi-mat-dien-20241010205745642.htm,bão milton chết 4 mỹ 3 triệu điện,chính_quyền florida 4 chết lốc xoáy bão milton bờ tây_bang 3 triệu sống cảnh điện,trần_phương,thế_giới,trần_phương,10/10/2024 21:06 GMT+7,7
https://tuoitre.vn/israel-ban-trung-tru-so-luc-luong-gin-giu-hoa-binh-lien-hiep-quoc-o-lebanon-20241010215017158.htm,israel bắn trúng trụ_sở lực_lượng gìn_giữ hòa bình liên_hiệp quốc lebanon,lực_lượng gìn_giữ hòa bình liên_hiệp quốc chỉ_trích israel bắn trụ_sở lực_lượng lebanon 2 binh_sĩ bị_thương vi phạm_luật quốc_tế,trần_phương,thế_giới,trần_phương,10/10/2024 21:59 GMT+7,14
https://tuoitre.vn/florida-nhac-dan-canh-giac-vi-khuan-vibrio-trong-nuoc-lu-va-nguy-co-chay-xe-dien-20241010160458278.htm,florida nhắc dân cảnh_giác vi_khuẩn vibrio lũ nguy_cơ cháy xe điện,sở y_tế florida khuyến_cáo dân tiếp_xúc lũ bão milton chứa vi_khuẩn vibrio nguy_hiểm,khánh quỳnh,thế_giới,khánh quỳnh,10/10/2024 16:30 GMT+7,33
https://tuoitre.vn/thu-tuong-du-cap-cao-asean-trung-quoc-de-nghi-aiib-ho-tro-viet-nam-huy-dong-nguon-luc-20241010150038071.htm,thủ_tướng dự asean trung quốc đề_nghị aiib việt_nam huy_động nguồn_lực,10 10 thủ_đô vientiane lào thủ_tướng phạm minh tham_dự hội_nghị asean trung quốc 27 tiếp chủ_tịch ngân_hàng_đầu_tư cơ_sở hạ_tầng châu aiib kim lập quần,quỳnh_trung,thế_giới,"quỳnh_trung 
 và 1 tác_giả khác",10/10/2024 16:25 GMT+7,27
https://tuoitre.vn/hinh-anh-tu-noi-bao-milton-can-quet-nuoc-ngap-cay-do-loc-xoay-san-phang-nha-cua-2024101016052783.htm,hình_ảnh bão milton càn_quét ngập đổ lốc xoáy san phẳng nhà_cửa,nhân_chứng cảnh_tượng kinh_hoàng tận_mắt chứng_kiến chết_chóc lốc xoáy bão milton đổ_bộ bang florida 9 10 mỹ,hiền,thế_giới,thanh hiền,10/10/2024 16:48 GMT+7,48
https://tuoitre.vn/han-quoc-tang-cuong-kiem-soat-bien-gioi-ngan-vi-rut-chet-nguoi-marburg-20241010182732982.htm,hàn quốc tăng_cường kiểm_soát biên_giới ngăn_vi rút chết marburg,10 10 cơ_quan kiểm_soát phòng_ngừa dịch_bệnh hàn quốc kdca thông_báo tăng_cường kiểm_soát biên_giới xét_nghiệm 5 quốc_gia châu phi bùng_phát vi rút marburg chết,ttxvn,sức_khỏe,ttxvn,10/10/2024 18:34 GMT+7,0
https://tuoitre.vn/so-luong-dong-vat-hoang-da-toan-cau-giam-73-trong-50-nam-qua-2024101014153298.htm,số_lượng động_vật hoang_dã toàn_cầu 73 50,tổ_chức quốc_tế bảo_tồn thiên_nhiên wwf hoạt_động con_người mất_mát thảm_khốc loài động_vật trái_đất,khánh quỳnh,khoa_học,khánh quỳnh,10/10/2024 15:08 GMT+7,52
https://tuoitre.vn/thu-tuong-de-nghi-han-quoc-cap-von-uu-dai-de-xay-duong-sat-duong-bo-cao-toc-20241010135051689.htm,thủ_tướng đề_nghị hàn quốc vốn ưu_đãi xây đường_sắt đường_bộ cao_tốc,thủ_tướng phạm minh chính_đề_nghị hàn quốc cung_cấp khoản vay ưu_đãi việt_nam triển_khai dự_án hạ_tầng quy_mô biểu_tượng đường_sắt đường_bộ cao_tốc,quỳnh_trung,thế_giới,quỳnh_trung,10/10/2024 14:10 GMT+7,30
https://tuoitre.vn/bo-y-te-thai-lan-canh-bao-can-benh-bi-an-tu-afghanistan-20241010131441961.htm,y_tế thái lan cảnh_báo căn_bệnh bí_ẩn afghanistan,500 nhiễm căn_bệnh bí_ẩn triệu_chứng bao_gồm suy_nhược toàn_thân đau chân dữ_dội tiêu_chảy sốt,ttxvn,sức_khỏe,ttxvn,10/10/2024 13:37 GMT+7,41
https://tuoitre.vn/nguoi-viet-o-tam-bao-milton-khong-dam-ngu-nghe-bao-giam-cap-van-lo-20241010102534648.htm,việt tâm_bão milton dám ngủ bão lo,hà suy_nghĩ tính_toán kỹ_càng quyết_định tp sarasota bang florida tâm_bão milton đi,hiền,thế_giới,thanh hiền,10/10/2024 13:28 GMT+7,37
https://tuoitre.vn/video-bao-milton-gay-song-cao-hon-8-5m-20241010105239024.htm,video bão milton sóng 8 5m,video cơ_quan quản_lý khí_quyển đại_dương quốc_gia mỹ noaa ghi bão milton đợt sóng 8 5m vịnh mexico tiến bang florida hôm 9 10 địa_phương,minh,thế_giới,"m anh 
 và 1 tác_giả khác",10/10/2024 11:18 GMT+7,64
https://tuoitre.vn/ba-harris-gay-quy-1-ti-usd-trong-chua-day-3-thang-nhieu-hon-cua-ong-trump-trong-ca-nam-20241010090730801.htm,harris quỹ 1 tỉ usd 3 trump,chiến_dịch tranh_cử harris quỹ 1 tỉ usd nỗ_lực quỹ trump,ngọc đức,thế_giới,ngọc đức,10/10/2024 09:52 GMT+7,34
